condition,domain,execution_family,final_endpoint_class,final_source,global_sequence_index,hard_contract_vector,model_slot_id,original_technical_class,paper_id,private_score,result_source_sha256,task_id,terminal_outcome,variant_id
B,nlp,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,850,"[true,false]",gpt_5_6_sol,exact_output_contract,nlp_llmlingua,0.25,6f695e24bdd3b21cff782865d56b1390cce701656d49eaba4f003260f1642057,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
F,nlp,required_closed_models,operational_success,fg5_exact_output_direct,851,"[true,true]",gpt_5_6_sol,exact_output_contract,nlp_llmlingua,1.0,024a224200419334061cd4d629922b4551e4e520ad5d76a10d65c4543733a820,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
I,nlp,required_closed_models,operational_success,fg5_exact_output_direct,852,"[true,true]",gpt_5_6_sol,exact_output_contract,nlp_llmlingua,1.0,2e7c9c0042443bb64f76e01466f816a041525e5613f774826d624565db5afa90,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
B,nlp,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,853,"[true,false]",gpt_5_6_sol,exact_output_contract,nlp_llmlingua,0.15625,625aebad1ec9d8f2347c41a5c9e8525d6d534287b746a127d0c2a1e6e052114a,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
S,nlp,required_closed_models,operational_success,fg3_retained,854,"[true,true]",gpt_5_6_sol,operational_success,nlp_llmlingua,1.0,ca4369a7af20bfca9de7efe56607a0da2341f7c032c06b4920909e2a45b4b96e,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
I,nlp,required_closed_models,operational_success,fg5_exact_output_direct,855,"[true,true]",gpt_5_6_sol,exact_output_contract,nlp_llmlingua,1.0,2bcb334379bd09808f23f489f774ff0a82f250c1568980134c6b78c23e521ec2,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
F,nlp,required_closed_models,operational_success,fg5_exact_output_direct,856,"[true,true]",gpt_5_6_sol,exact_output_contract,nlp_llmlingua,1.0,9452ba8eeeb46785e9b65ba27e87d44842f74f7076dc1bc5d7629cfb073023b6,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
F,nlp,required_closed_models,operational_success,fg5_exact_output_direct,857,"[true,true]",gpt_5_6_sol,exact_output_contract,nlp_llmlingua,1.0,c2f3323217d7803ca19a65182674dcaebf2954fcf4e601f587d7c30f03c57411,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
I,nlp,required_closed_models,operational_success,fg5_exact_output_direct,858,"[true,true]",gpt_5_6_sol,exact_output_contract,nlp_llmlingua,1.0,93dfeaa5c3297b21a135bf069858356e0607575d07d07bcf52e59b64de450174,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
B,nlp,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,859,"[true,false]",gpt_5_6_sol,exact_output_contract,nlp_llmlingua,0.21875,707182d872d9f86083b1e4d9cfa904cd173bd3b29fb742950da7f5e8ba17a31e,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
S,nlp,required_closed_models,operational_success,fg3_retained,860,"[true,true]",gpt_5_6_sol,operational_success,nlp_llmlingua,1.0,31951b702de77dfb6dfb71dd8d308305e48e7b9c3e95cbe850bfc9fd353fa719,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
S,nlp,required_closed_models,operational_success,fg5_exact_output_direct,861,"[true,true]",gpt_5_6_sol,exact_output_contract,nlp_llmlingua,1.0,a21b9a3528b6bcdc317cec4197c20e489300214c009eef45d6b1071007dba428,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
I,nlp,required_closed_models,operational_success,fg5_exact_output_direct,862,"[true,true]",gpt_5_6_sol,exact_output_contract,nlp_llmlingua,1.0,0e8ce09a7f8c9608a39f4256db6281a246eb6b59502668e4239d912c5b75cdc2,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
F,nlp,required_closed_models,operational_success,fg5_exact_output_direct,863,"[true,true]",gpt_5_6_sol,exact_output_contract,nlp_llmlingua,1.0,25fb9947d3ac5a2b919175cf0d1f8c3421257655b04e4a9dc4c470d03f7033f6,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
B,nlp,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,864,"[true,false]",gpt_5_6_sol,exact_output_contract,nlp_llmlingua,0.15625,824657941bc4063edabdd3cf4d9999f923f87babdb4c3a71a3b9120c9f2ae171,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
B,nlp,required_closed_models,complete_submission_private_contract_failure,integrity_digest_successor,865,"[true,false]",gpt_5_6_terra,exact_output_contract,nlp_llmlingua,0.34375,0e5579a53ab7e4c02d89b0e2c90ef1dc3ad95a27b996ca5b0e27967626491c3d,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
F,nlp,required_closed_models,submission_or_case_coverage_failure,fg3_retained,866,"[false,false]",gpt_5_6_terra,experimental_outcome_not_technical_error,nlp_llmlingua,0.0,82560db75a5036bf1f6da3686fad25ad733881dbc3d2d69f594591dae54acf3b,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
I,nlp,required_closed_models,operational_success,fg5_exact_output_direct,867,"[true,true]",gpt_5_6_terra,exact_output_contract,nlp_llmlingua,1.0,71f24839acd640c218a0734f27392df330bfe67fa4802dbe4c77fd701faa71b3,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
S,nlp,required_closed_models,operational_success,fg5_exact_output_direct,868,"[true,true]",gpt_5_6_terra,exact_output_contract,nlp_llmlingua,1.0,ccfc820694e3e9c55dacb445549516c52ed4de5dd8410f110b99767004385a53,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
I,nlp,required_closed_models,submission_or_case_coverage_failure,fg3_retained,869,"[false,false]",gpt_5_6_terra,experimental_outcome_not_technical_error,nlp_llmlingua,0.0,812ad9dc061afe217a96465b5dd3060428682ee99d48fb1c9c52ae759e8e2cad,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
F,nlp,required_closed_models,operational_success,fg5_exact_output_direct,870,"[true,true]",gpt_5_6_terra,exact_output_contract,nlp_llmlingua,1.0,8e1d972c5d8d0ebcc6fbcbd2d32ac34a08c745444b9301332ed1aa98b86539ac,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
S,nlp,required_closed_models,submission_or_case_coverage_failure,fg5_exact_output_direct,871,"[false,false]",gpt_5_6_terra,exact_output_contract,nlp_llmlingua,0.0,b84118e0eea4d7d2759d2e30679ded1b26b0f7713e0a504b66478e12318a741e,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
B,nlp,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,872,"[true,false]",gpt_5_6_terra,exact_output_contract,nlp_llmlingua,0.25,dff93046fb031c6a542001eafcb3587cb968d9a63c8a1a8a2435187509764d58,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
S,nlp,required_closed_models,operational_success,fg5_exact_output_direct,873,"[true,true]",gpt_5_6_terra,exact_output_contract,nlp_llmlingua,1.0,2875e3951aaaf80ea70d76c701e6ad3d54382ae981d9279c3342a75b2f81f826,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
B,nlp,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,874,"[true,false]",gpt_5_6_terra,exact_output_contract,nlp_llmlingua,0.34375,fa638a42c542012b909eab005ea94a5bf8a1a3bf8c1836c10295beacd50a87f0,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
F,nlp,required_closed_models,operational_success,fg5_exact_output_direct,875,"[true,true]",gpt_5_6_terra,exact_output_contract,nlp_llmlingua,1.0,baea2301cc570769d8793886546d4c28b74c7f57da467ec7b95f1705fe445a87,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
I,nlp,required_closed_models,operational_success,integrity_digest_successor,876,"[true,true]",gpt_5_6_terra,exact_output_contract,nlp_llmlingua,1.0,e3938dcc83fbfe9b6887d447a51ee1bd5d2e3b2cb120db7796378a35d672a141,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
B,nlp,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,877,"[true,false]",gpt_5_6_terra,exact_output_contract,nlp_llmlingua,0.15625,105fb6ba9648ffd4ef086b0b334b9c4b6d6e2a5d87df668bcd04a7365820aa19,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
S,nlp,required_closed_models,operational_success,fg5_exact_output_direct,878,"[true,true]",gpt_5_6_terra,exact_output_contract,nlp_llmlingua,1.0,9aa98b17def3408f831f0d0d0981c4d826afac851df7ba96a40689777d7f35c5,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
I,nlp,required_closed_models,operational_success,fg5_exact_output_direct,879,"[true,true]",gpt_5_6_terra,exact_output_contract,nlp_llmlingua,1.0,df09ad2673d9e7d6dd273f0d83c83cc00638b16abf55d6f9d5edac64e64682ad,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
F,nlp,required_closed_models,operational_success,fg5_exact_output_direct,880,"[true,true]",gpt_5_6_terra,exact_output_contract,nlp_llmlingua,1.0,c0dcc66bbab482907fa172620841692e893961a34e79e845b655b9d8b94a0a62,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
F,nlp,required_closed_models,operational_success,fg5_exact_output_direct,881,"[true,true]",gpt_5_6_terra,exact_output_contract,nlp_llmlingua,1.0,109489546bb37e779d011fd7eca2ba2a5b9b746fb7f9a424c894ddeee86d6d3d,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
I,nlp,required_closed_models,operational_success,fg5_exact_output_direct,882,"[true,true]",gpt_5_6_terra,exact_output_contract,nlp_llmlingua,1.0,ef581246260f64757bc1723eecde289b84429d40e1f05189b8611c7be83cf898,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
B,nlp,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,883,"[true,false]",gpt_5_6_terra,exact_output_contract,nlp_llmlingua,0.21875,1e95299e1a88ccce5f26c6705bbf144362c7171d56c09c51b4de04780aeeac9c,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
S,nlp,required_closed_models,operational_success,integrity_digest_successor,884,"[true,true]",gpt_5_6_terra,exact_output_contract,nlp_llmlingua,1.0,cf446b6e613d49057efd23790445ae95ec6d26505197ee035e6865d0be13b8e6,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
S,nlp,required_closed_models,operational_success,fg5_exact_output_direct,885,"[true,true]",gpt_5_6_terra,exact_output_contract,nlp_llmlingua,1.0,a5b1ff6c90f15f5bae7ec49bedcc415ec1cd84c6f52059a57b46b85ccba726f2,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
I,nlp,required_closed_models,operational_success,fg5_exact_output_direct,886,"[true,true]",gpt_5_6_terra,exact_output_contract,nlp_llmlingua,1.0,c71183ae6e1e7a940b096546c1a267af9c0f539e3e775b067a13c7a298971421,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
F,nlp,required_closed_models,operational_success,fg5_exact_output_direct,887,"[true,true]",gpt_5_6_terra,exact_output_contract,nlp_llmlingua,1.0,c81916ced7fca10778059547fb4385117bea32311c8690a33810912c175c2405,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
B,nlp,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,888,"[true,false]",gpt_5_6_terra,exact_output_contract,nlp_llmlingua,0.21875,8f501288cb3da228796925a9f6080d024e4f0c4d0b9aab1f12f642a841fcd939,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
B,nlp,required_closed_models,complete_submission_private_contract_failure,payload_interface_successor,889,"[true,false]",claude_opus_4_7,payload_input_interface,nlp_llmlingua,0.0,bd8bb32d2e1f03fa877a4f09cf309e3bd49efbc0123b65ae1291c78fea8360df,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
F,nlp,required_closed_models,submission_or_case_coverage_failure,fg3_retained,890,"[false,false]",claude_opus_4_7,experimental_outcome_not_technical_error,nlp_llmlingua,0.0,34c7328b93de9afe58da333e6513dfc415d5a280d2e37a77068f148dd0941c3c,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
I,nlp,required_closed_models,operational_success,payload_interface_successor,891,"[true,true]",claude_opus_4_7,payload_input_interface,nlp_llmlingua,1.0,f3e5e20b20e605e132d02863422c70238d74dfeb5bf9bf24a22f0259473c5c94,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
S,nlp,required_closed_models,operational_success,fg5_exact_output_direct,892,"[true,true]",claude_opus_4_7,exact_output_contract,nlp_llmlingua,1.0,ec9f3230ef9d5e245a90f792b80b6c20e1e82e46a642d311af7cfdc52003c876,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
I,nlp,required_closed_models,operational_success,fg5_exact_output_direct,893,"[true,true]",claude_opus_4_7,exact_output_contract,nlp_llmlingua,1.0,0059cdfb2ec9136c441ff470e6aec4688f002859d290f5340d0429935b31394d,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
F,nlp,required_closed_models,operational_success,payload_interface_successor,894,"[true,true]",claude_opus_4_7,payload_input_interface,nlp_llmlingua,1.0,0992535a50351de7aceec0f1e4f5a1cbba51d5e9cf1f5e6d687293cf2eaaa16a,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
S,nlp,required_closed_models,operational_success,integrity_digest_successor,895,"[true,true]",claude_opus_4_7,integrity_or_digest,nlp_llmlingua,1.0,ceae326056c912471995b4970a6384b8d29b567945677f2a7d4e32b4df28f085,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
B,nlp,required_closed_models,complete_submission_private_contract_failure,response_format_successor,896,"[true,false]",claude_opus_4_7,response_format,nlp_llmlingua,0.25,4a9def6a8c5a1d1022a241a048e5153118957b76957884640f308227f7d4dbd1,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
S,nlp,required_closed_models,operational_success,payload_interface_successor,897,"[true,true]",claude_opus_4_7,payload_input_interface,nlp_llmlingua,1.0,cce0c133c8cc02a6ac15cd94b23b2529a0f5b83d768f604cef11b3ecda376a55,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
B,nlp,required_closed_models,complete_submission_private_contract_failure,payload_interface_successor,898,"[true,false]",claude_opus_4_7,payload_input_interface,nlp_llmlingua,0.0,b78d344b38894f8ce73cb14cd01e1656401736b7c8e74d2aaf01cee8271316ca,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
F,nlp,required_closed_models,operational_success,payload_interface_successor,899,"[true,true]",claude_opus_4_7,payload_input_interface,nlp_llmlingua,1.0,97bcf1fd6d6192d4392d7be1b2bd63b5262c9bf4e52b82863bf2a3a6cd571840,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
I,nlp,required_closed_models,operational_success,payload_interface_successor,900,"[true,true]",claude_opus_4_7,payload_input_interface,nlp_llmlingua,1.0,69e05c60d71050d95af591e69425205e17cf00f0f0a9aa83d4fb3ee5529516ee,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
B,nlp,required_closed_models,complete_submission_private_contract_failure,payload_interface_successor,901,"[true,false]",claude_opus_4_7,payload_input_interface,nlp_llmlingua,0.0,ea529fd30abe53684158e9caea35e51d9afcede736298ab4dbadf73f7ecbb7a5,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
S,nlp,required_closed_models,operational_success,response_format_successor,902,"[true,true]",claude_opus_4_7,response_format,nlp_llmlingua,1.0,bb351c9c703d10b100d4fa15e592b91a501b881aa0652d00d2b68b8f3c68ceba,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
I,nlp,required_closed_models,submission_or_case_coverage_failure,fg3_retained,903,"[false,false]",claude_opus_4_7,experimental_outcome_not_technical_error,nlp_llmlingua,0.0,52f2b5f68b2200b2acf28cfb56db4011e29f1acd59539f68743724fe66d1c701,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
F,nlp,required_closed_models,submission_or_case_coverage_failure,fg3_retained,904,"[false,false]",claude_opus_4_7,experimental_outcome_not_technical_error,nlp_llmlingua,0.0,82ec88826a86ad7c735e78c6922db792cbcfb7bb56fddb64b9ad8265c41a41f8,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
F,nlp,required_closed_models,submission_or_case_coverage_failure,fg3_retained,905,"[false,false]",claude_opus_4_7,experimental_outcome_not_technical_error,nlp_llmlingua,0.0,6196bbfaff2aefea55b298765b150a91f101ed39407f7644e8abe4556c05710c,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
I,nlp,required_closed_models,submission_or_case_coverage_failure,fg3_retained,906,"[false,false]",claude_opus_4_7,experimental_outcome_not_technical_error,nlp_llmlingua,0.0,c1ee299f8987875aa34a60d3b07c412cd323735771a84fbec029b5c55d8c3c3d,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
B,nlp,required_closed_models,complete_submission_private_contract_failure,payload_interface_successor,907,"[true,false]",claude_opus_4_7,payload_input_interface,nlp_llmlingua,0.0,d07499c45c5b92429d072f78c5e157b4d4bcf048ec3f57478f52909b27a34f00,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
S,nlp,required_closed_models,operational_success,response_format_successor,908,"[true,true]",claude_opus_4_7,response_format,nlp_llmlingua,1.0,1fa4285e6bd0399f2b4859168ad8052fe5283b6a7e503796942031d965ff51e6,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
S,nlp,required_closed_models,operational_success,payload_interface_successor,909,"[true,true]",claude_opus_4_7,payload_input_interface,nlp_llmlingua,1.0,3ed04e12e38faee19d025fd0b3ce00b570f3cafa62a43b840b7751a9de572451,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
I,nlp,required_closed_models,submission_or_case_coverage_failure,fg3_retained,910,"[false,false]",claude_opus_4_7,experimental_outcome_not_technical_error,nlp_llmlingua,0.0,a9c3f28698409b5f5a8a5ff596c2c06ffb89f32406cdca651afd0140b194c946,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
F,nlp,required_closed_models,operational_success,payload_interface_successor,911,"[true,true]",claude_opus_4_7,payload_input_interface,nlp_llmlingua,1.0,d42ad4188ea587cafec8b424a3db5cdc4d3d4e5261332e08e4b7a031e2929dd3,NLP-LLM-01,operational_success,primary_dag_ratio_60_v1
B,nlp,required_closed_models,complete_submission_private_contract_failure,payload_interface_successor,912,"[true,false]",claude_opus_4_7,payload_input_interface,nlp_llmlingua,0.0,8661e4cc215fd614ef77a5f214974adba66770823456a1c7813ee5dbdf006516,NLP-LLM-01,hard_contract_failure,primary_dag_ratio_60_v1
B,software_engineering,required_closed_models,complete_submission_private_contract_failure,integrity_digest_successor,913,"[true,false]",gpt_5_5,exact_output_contract,se_perses,0.0,399b1e8c41bdd9779273b4a50c26514097602e027022cf1e23021980b2210db4,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
F,software_engineering,required_closed_models,operational_success,fg5_exact_output_direct,914,"[true,true]",gpt_5_5,exact_output_contract,se_perses,1.0,f273ab88e468a61b36c94948e5778bf97d34d4fcaacc80be02a287a51a21f675,SE-PE-01,operational_success,primary_dag_ratio_60_v1
